"numCDA","idPessoa","descsituacaodevedor"
60110160310300,4049894,"2"
60060110301300,183761,"1"
60160103361300,662616,"1"
60130103660300,1034375,"1"
60160110136600,2430130,"1"
60010106316600,628003,"1"
60100116203100,3185430,"1"
60160101103300,712710,"1"
60130100212600,1620779,"1"
16620601300601,42,"1"
60060106113000,484743,"1"
60130110326200,1644660,"1"
60600110100300,2985816,"1"
60130161136100,1461386,"1"
60600110600300,3001952,"1"
60100106612300,136864,"1"
60130601610200,1551667,"1"
60130112002600,1528631,"1"
60131006661600,1125291,"1"
60060106111100,27979,"1"
60600110630100,4099692,"1"
60160103511300,908029,"1"
60030106101300,775320,"1"
60010100116100,157510,"1"
60010115266300,103211,"1"
60130162620300,1241082,"1"
60110120021300,1332519,"1"
60130100526300,1532787,"1"
60120603332200,574263,"1"
60130113531000,1334001,"1"
60160106116100,2411424,"1"
60110110611206,82006,"1"
60060106010600,203685,"1"
60160101333000,1226196,"1"
60060106101600,5105,"1"
16350123133001,2560,"1"
60110110532300,667966,"1"
16350122123301,592,"1"
60060103263200,408642,"1"
60100111630600,781023,"1"
60100102523100,1219545,"1"
16610600130601,3200,"1"
60100113611200,1484366,"1"
60110102106000,3198016,"1"
60050101160300,72406,"1"
60110110062100,3375,"1"
60130103003100,1631188,"1"
60010106225300,226460,"1"
60130106261100,1369636,"1"
60010103550100,2836,"1"
60110116520100,1244567,"1"
60110121211300,1341949,"1"
60610113600300,3551385,"1"
60060103113200,341553,"1"
60130103056600,2038697,"1"
16600606020301,106947,"1"
60600111635600,2869089,"1"
60110166030100,834598,"1"
60600166136600,4457130,"1"
60130110613500,1310798,"1"
60100115662200,1836912,"1"
60120100126600,106444,"1"
60100101006600,3233742,"1"
60030103353500,770228,"1"
60160103622100,3799813,"1"
16600100333201,127659,"1"
60130161630100,2136703,"1"
60150115266300,1213929,"1"
60610106136500,3807829,"1"
60100101106300,278658,"1"
60110110311300,3578,"1"
16360610611101,371,"1"
60600166112000,3086612,"1"
60100116365100,1821984,"1"
60120106113300,795295,"1"
60150116032500,1488578,"1"
60110163063000,1308545,"1"
60130111335100,1336327,"1"
16600116026601,422887,"1"
60130110066100,2093144,"1"
60010610033200,111496,"1"
60600115326300,2960582,"1"
60130116010000,2104786,"1"
16330603031201,25759,"1"
60110116005300,1239324,"1"
60010113213100,562844,"1"
60150110233300,1167754,"1"
60130110562500,1691959,"1"
60060603210500,48721,"1"
60000105220200,35663,"1"
60600163563000,3224827,"1"
60130106656300,1756025,"1"
60130113010300,2087275,"1"
60030105613300,312573,"1"
60600110320600,2996540,"1"
60120100033600,592,"1"
60100116333100,1822392,"1"
60060116362600,552004,"1"
60131061636000,1735129,"1"
16600101105601,438972,"1"
60020600613000,48721,"1"
60150100333600,1452927,"1"
60130161306500,1282097,"1"
60010101236100,232994,"1"
60600112566600,2915767,"1"
60150115600600,1510120,"1"
60030105506000,328729,"1"
60130166063500,1233723,"1"
60030106055601,48865,"1"
60160116230100,3224260,"1"
60030106531100,34063,"1"
60000111016301,159417,"1"
60100101363000,507439,"1"
60130110662600,3239656,"1"
60010110305206,85437,"1"
60100101360300,803388,"1"
60160102161100,235030,"1"
60110105321300,717812,"1"
60600666160000,3232714,"1"
60130100516100,1622293,"1"
60030103223200,578887,"1"
60600103235100,2811170,"1"
60110106010300,793495,"1"
60601001066100,2724289,"1"
60060103262000,44345,"1"
60050101051600,145567,"1"
60060110635600,817535,"1"
60610112631600,3493267,"1"
60160110666000,2564026,"1"
60120101255500,1011,"1"
60610105601100,3332401,"1"
60120103161600,844899,"1"
60130100150000,1619394,"1"
60160101316300,328278,"1"
60610116536200,3479431,"1"
60120100610100,669078,"1"
60000110310601,19684,"1"
60030101361500,714668,"1"
60130103206000,1141106,"1"
60130113122600,1239480,"1"
60050103605500,73305,"1"
60010113023300,422166,"1"
60160103351100,4066813,"1"
60030603536500,48721,"1"
60100106621100,818987,"1"
60610106063600,3268912,"1"
60000101031000,410703,"1"
60050105615000,25260,"1"
60100113610300,1221609,"1"
60030106610100,317124,"1"
60610106126500,4102887,"1"
60160100162300,1627899,"1"
60100106663100,5027,"1"
60600166321100,3100364,"1"
60120100535000,223214,"1"
60100110030600,748872,"1"
60001011306000,750875,"1"
60130166060300,3192824,"1"
60010110311500,105128,"1"
60010103023000,4720,"1"
60160103310600,3799729,"1"
60110116550300,1244842,"1"
60130106131300,1636310,"1"
60060105010000,37604,"1"
60100113152000,1195180,"1"
60160100313600,2374810,"1"
60130113511600,44975,"1"
60160105613200,2341411,"1"
60100106216500,1232989,"1"
60130162556100,2132391,"1"
60130100233100,1149541,"1"
60600615666000,3790430,"1"
16650115653001,518789,"1"
60131061552200,1724820,"1"
60130113132500,1220212,"1"
60130115066000,1065152,"1"
60110111036000,1201070,"1"
60030102506300,577794,"1"
60160102662500,2302323,"1"
60100105123000,1773927,"1"
60610115632000,3533053,"1"
16600600166201,109980,"1"
60060112101000,422981,"1"
60120106111000,284098,"1"
60110126166600,1347624,"1"
60131003260200,1608007,"1"
60610110053100,3567927,"1"
60110160623000,1317620,"1"
60160105225300,2329163,"1"
60600106630100,2829065,"1"
60150100503200,1370762,"1"
60100603033300,1779909,"1"
60110120610100,1339342,"1"
60130116066500,2062970,"1"
16610100112601,240952,"1"
60100103066000,194324,"1"
60010105201000,79947,"1"
60130110036300,2097259,"1"
60600103165500,2772346,"1"
60150106505000,1464831,"1"
60060606011600,637886,"1"
60030105033000,435265,"1"
60000110131301,5335,"1"
60110121211000,1341950,"1"
60610106111100,3416308,"1"
60130161651100,2087106,"1"
16600116316601,552456,"1"
60011060616600,674746,"1"
60110106360200,1158716,"1"
60110106336300,1157141,"1"
16300100056201,299,"1"
60100111336100,1176507,"1"
60100111366000,1162378,"1"
60061012230500,845797,"1"
60100103006200,22544,"1"
16630111115501,43153,"1"
60030101166200,74704,"1"
16331016315300,215050,"1"
60611000166300,3162465,"1"
60160106601600,793994,"1"
60160103363600,2354971,"1"
60060111166500,668643,"1"
60131001066600,1993431,"1"
60020105006100,12860,"1"
60100102156500,819650,"1"
60610100002600,3383710,"1"
60130110636000,1646996,"1"
60100600666500,3174626,"1"
60600166160100,4085283,"1"
16360110005301,307,"1"
60610101661100,3314265,"1"
60160105330000,2340199,"1"
60160106653000,837017,"1"
60101006260300,1756334,"1"
60130162531600,1239388,"1"
60130106236200,1086257,"1"
60010111500000,7438,"1"
60160600261200,1051279,"1"
60130115360000,1680473,"1"
16631001235600,597825,"1"
60130110610100,1167010,"1"
60011015631600,751292,"1"
60160101306000,838865,"1"
60030101113300,129452,"1"
60600101521000,2734478,"1"
60130113030500,1117859,"1"
60610110656200,3447071,"1"
60600100235100,2698654,"1"
60160105113000,2325411,"1"
60120106160500,1054493,"1"
60020101013006,91884,"1"
16331013611300,298276,"1"
60130113102100,918974,"1"
60110103556200,17352,"1"
60110102110100,233456,"1"
60110106336200,876754,"1"
60600113611500,3008622,"1"
60020110351100,47269,"1"
60150116301000,1487472,"1"
60131006100200,940323,"1"
60100101001200,1767199,"1"
60600165211000,3150128,"1"
60030111013300,697983,"1"
16630205630001,422167,"1"
60120105161000,1060011,"1"
60000615363101,639657,"1"
60100100110100,338664,"1"
60060106210100,793495,"1"
60110166010000,1330224,"1"
60150106163000,996189,"1"
60610113311200,3559595,"1"
60100103336200,17352,"1"
60100616130000,1819787,"1"
60160112130200,2484109,"1"
60000111260601,126088,"1"
60110103603600,1149532,"1"
60000111360001,467460,"1"
60120100065100,748642,"1"
60010106116600,628090,"1"
60010600311600,22948,"1"
60060102235500,155975,"1"
60610115350500,3540519,"1"
60160103636500,409653,"1"
60110106235000,508995,"1"
60100115022000,1060837,"1"
60110161312300,1294516,"1"
60150103116300,1455002,"1"
60030110201000,182051,"1"
60110115001100,1210079,"1"
60100101621300,150179,"1"
60610111366600,4105252,"1"
16610603056301,8526,"1"
60130116015600,1136367,"1"
60060115056100,19010,"1"
16610161633501,447880,"1"
60600101160600,2733807,"1"
60150115603100,1505817,"1"
60110113006600,1229985,"1"
60100102301000,72249,"1"
60131003226000,864668,"1"
16630105110301,328171,"1"
60160113103000,2547580,"1"
60030601601600,296987,"1"
16610662510301,112564,"1"
60010116131100,264426,"1"
60120103036600,1053642,"1"
60000603650601,16463,"1"
60000615503601,8520,"1"
16630106611101,250000,"1"
60131005061300,1616842,"1"
60110166122301,1275888,"1"
60030111326300,793495,"1"
60120602632300,1058216,"1"
60030106606200,469402,"1"
60000111210100,585664,"1"
60050103632300,23869,"1"
60130113560200,972063,"1"
60010101003100,1935644,"1"
60130116152300,1698302,"1"
60030111360100,793495,"1"
60160103350300,594146,"1"
60130112001600,1666214,"1"
60120100352300,1052421,"1"
60131006011200,1717721,"1"
16611006336600,492694,"1"
60051011660200,777695,"1"
60130100266000,1621183,"1"
60110110615100,1229337,"1"
60020103160000,27204,"1"
16600601152501,71,"1"
60000612310601,3635,"1"
60060101503600,62174,"1"
60600100601600,2803346,"1"
60120103123100,263474,"1"
16330106516001,22291,"1"
60030110261500,183230,"1"
60100100316106,793495,"1"
60130106565000,2048158,"1"
60030116160600,842762,"1"
60130106220000,1635120,"1"
60600166565100,3094238,"1"
60130661606300,2122343,"1"
16600113102201,43226,"1"
16600116320201,19053,"1"
60010113603000,396405,"1"
16330606563301,106784,"1"
60130611050600,2061296,"1"
60020103100000,586453,"1"
60600113165100,3006300,"1"
60100105153000,691515,"1"
60001063210500,640284,"1"
60130100322000,1939306,"1"
60100613026100,1854377,"1"
60000116323101,253116,"1"
60160101311100,209,"1"
60100110065200,638044,"1"
60020112160100,670964,"1"
60130101016600,738007,"1"
60111021162300,1355628,"1"
60110111611600,1209247,"1"
60110112322000,1198773,"1"
60110113300600,1235275,"1"
60130111100100,3793632,"1"
60110162216000,1282935,"1"
60131002136600,1974531,"1"
60160116606600,2479101,"1"
60010100021300,59169,"1"
60130606130300,1636197,"1"
60131061621300,1717708,"1"
60060101132300,626835,"1"
60030110531000,200651,"1"
60160111636000,2446152,"1"
60130606035200,2044918,"1"
60160100135600,2372165,"1"
60030105016300,35715,"1"
60000101630300,795667,"1"
60130100536600,2036034,"1"
60100111360600,687077,"1"
60110106630600,881208,"1"
60100110500100,1851482,"1"
60130166003000,843168,"1"
60131001133000,2003731,"1"
60030106601300,1552,"1"
60150115556000,1215813,"1"
60110106322100,1158777,"1"
60100111163100,842981,"1"
60110126661000,1238014,"1"
60600103323000,2780556,"1"
60110102201600,542799,"1"
60130111562300,1201648,"1"
60160105220200,2329197,"1"
60060106310500,190797,"1"
16600111313101,76838,"1"
60130161113000,1528631,"1"
60130163513300,2199578,"1"
60150100103600,1448086,"1"
60020111650100,637276,"1"
60130113153200,2089565,"1"
60050105231300,438384,"1"
60060110136200,528264,"1"
60130113660600,2088519,"1"
60160112561000,2492737,"1"
60110100301600,873372,"1"
60030106356300,42381,"1"
60110103210200,1143546,"1"
60131060316300,1707539,"1"
60610106553200,3279540,"1"
60110110123300,862552,"1"
60100116631600,3235765,"1"
60131001136100,1096213,"1"
60130162366100,1169067,"1"
60000103303301,627893,"1"
60150103011000,1159798,"1"
60060100615300,65461,"1"
60060110303200,182772,"1"
60050112211000,638570,"1"
60011000033300,750521,"1"
60160113161200,933939,"1"
60120100033100,10450,"1"
60100110552100,911339,"1"
60150111061300,1475822,"1"
60010116162300,291755,"1"
60610110626100,3432665,"1"
16330112010501,37255,"1"
60030110635300,486294,"1"
60110126235100,1349067,"1"
60060111632600,360190,"1"
60130103126000,1628837,"1"
60600116333000,3037108,"1"
60100102012600,1158601,"1"
60130603332600,2043827,"1"
60600161005500,4074342,"1"
60000161116601,411089,"1"
60130116522600,2108005,"1"
60110163500600,1321808,"1"
60100102030500,793495,"1"
60160106363500,24220,"1"
60110106232000,280858,"1"
60110165616100,1302491,"1"
60100101651300,1297698,"1"
16610606633301,17256,"1"
60150112515100,1493913,"1"
60010105631300,35655,"1"
60060106121600,1173,"1"
60130621002300,2256649,"1"
60600162120600,3106496,"1"
60610105230100,3335727,"1"
60610116305300,4511764,"1"
60060101531300,112845,"1"
60130110550200,258223,"1"
16320600331001,137,"1"
60110120006500,1332284,"1"
60610116336600,3485303,"1"
60150116161300,1098040,"1"
60130166026500,1742097,"1"
60060111522300,749302,"1"
60130103366100,1630131,"1"
16620100612601,4025,"1"
60000100113600,3640,"1"
60600105066000,2745686,"1"
60000106052300,313389,"1"
16610602316201,3387,"1"
60010112230300,636644,"1"
60130100356100,1623103,"1"
60120100305600,687138,"1"
60110162001500,1280237,"1"
16600100050101,5981,"1"
60110113263100,908018,"1"
60110120603300,1339552,"1"
60160110030300,932604,"1"
16650162652101,448705,"1"
60061000003300,700066,"1"
60610111016000,3462425,"1"
60150115151500,1507042,"1"
60051015633000,723461,"1"
60130103161000,1606678,"1"
60000103235300,330866,"1"
60150113303000,1516825,"1"
60610112636300,3493379,"1"
60050101302300,311371,"1"
60000111516100,202895,"1"
60110160163600,1314315,"1"
60060111501200,334169,"1"
60130116121000,2065400,"1"
60160116562000,2471363,"1"
60130116650500,2064303,"1"
60110122651600,1354504,"1"
60000115005601,287912,"1"
60010103651000,4275,"1"
60000100533500,112845,"1"
16610160503301,85437,"1"
60100103161000,184660,"1"
60030105163000,579372,"1"
60110601616000,9295,"1"
60100100235300,1787917,"1"
60600116613000,3173052,"1"
16620100336001,23928,"1"
60100111556100,1832815,"1"
60150111135300,1175146,"1"
60110101562500,5732,"1"
60130606663200,3181163,"1"
60020100113601,441817,"1"
60160100120500,2365197,"1"
60050600101200,48723,"1"
60130100013000,1449590,"1"
60160106030100,640471,"1"
60100102015000,3182280,"1"
60150106361300,1467311,"1"
60010101166300,431485,"1"
16610603660601,202880,"1"
60120103650500,187949,"1"
60600105612500,2762708,"1"
60110103166000,1144670,"1"
60030101335100,78587,"1"
60131006660000,1085419,"1"
60610611611300,4069975,"1"
60110106266600,636644,"1"
60110165052000,1301267,"1"
60160102200600,2288611,"1"
60600110016000,2984054,"1"
60000113230001,627012,"1"
60100110303000,1852133,"1"
60130116620100,3192042,"1"
60160101066200,2303039,"1"
60110126163500,1348229,"1"
60160110136500,697757,"1"
16330600131501,142,"1"
60030100636100,85750,"1"
60030116126000,268034,"1"
60030101356100,836598,"1"
60110122520200,1209677,"1"
60600100221100,2790464,"1"
60110166306000,1166465,"1"
60000116603001,40905,"1"
60610110530100,3439226,"1"
60000603603600,3387,"1"
16600110263201,295687,"1"
60610116311600,3484329,"1"
60000160300101,85437,"1"
60100101566300,1144738,"1"
60610113211000,3553603,"1"
60610111131600,3451709,"1"
60030111236300,843652,"1"
60610101630300,3313599,"1"
60020105506600,241371,"1"
60110160356300,1317013,"1"
60130106563600,1637234,"1"
60100603050000,1792248,"1"
16631006115100,597512,"1"
60130160056000,2111268,"1"
60600100050300,2798873,"1"
60060106103601,640471,"1"
60100102303300,1765526,"1"
60130116110300,2063632,"1"
60130106030200,1638563,"1"
60610102025300,4103060,"1"
60010103532000,329191,"1"
60110103326100,1148837,"1"
60110116201600,1243008,"1"
60010112526100,624244,"1"
60130161365600,1749037,"1"
60050111266200,452008,"1"
60130100016300,2036621,"1"
60160113506500,4082139,"1"
60130610560200,1643801,"1"
60010101135100,28253,"1"
60100603232300,1794307,"1"
60020101253100,33652,"1"
60100112222600,3570764,"1"
60050103016100,23329,"1"
60110111156100,1172037,"1"
60000111326500,722751,"1"
16650101260201,431570,"1"
60600100011600,2784720,"1"
60610113156600,3556427,"1"
16611500035100,275261,"1"
60010103016300,339145,"1"
16600105136501,19120,"1"
60010610051300,269855,"1"
60130116022100,2104931,"1"
16620606126301,48721,"1"
60160105263300,928590,"1"
60130111631300,1669964,"1"
60130100360200,1623331,"1"
60610113260100,3553777,"1"
60010113210100,562844,"1"
60010113103000,638334,"1"
60150111665600,1503205,"1"
60060111212200,801498,"1"
60160116651100,2479925,"1"
60000611303001,605526,"1"
60000100056301,430424,"1"
60050115003106,290623,"1"
60130110031300,1163141,"1"
60600111623000,2928520,"1"
60120101331300,23211,"1"
60000112160300,749077,"1"
60110103661100,1150354,"1"
60610610333600,4070233,"1"
60600103000500,2763988,"1"
60101011621100,885010,"1"
60100105301100,377102,"1"
60130115505200,1469803,"1"
60110166125600,1275904,"1"
60600116106600,2885967,"1"
60000166636101,259536,"1"
60150113032000,1221921,"1"
60100106630300,841725,"1"
60051015250100,779946,"1"
60110110236600,800203,"1"
60150113366600,1522365,"1"
60610111262000,3515444,"1"
60100103013300,1328271,"1"
60610103515600,3398336,"1"
60130115522600,3190799,"1"
60110666125500,1328104,"1"
60610615316000,3540223,"1"
60600162606300,3109334,"1"
60160100610100,2381410,"1"
60130161031600,2135518,"1"
60610601565200,3259032,"1"
60160166663600,3801401,"1"
60000606111200,639069,"1"
60000106665500,769405,"1"
60160103501200,2392544,"1"
16620116306001,390362,"1"
60050116635300,723454,"1"
60100103061100,331619,"1"
60160111133500,2444667,"1"
60120101000000,914342,"1"
60110106656300,1152969,"1"
16650610660501,3900,"1"
60030112603000,667103,"1"
60120101135100,739879,"1"
60000615663101,111377,"1"
60610111661300,3513402,"1"
60610110565300,3439936,"1"
60130115301300,1680784,"1"
60150111633300,2267583,"1"
16350652166001,25295,"1"
60130613660000,2092103,"1"
60130116102300,1309995,"1"
60160101561000,2268782,"1"
60160103600600,2361991,"1"
60050100030600,662374,"1"
60000116030100,800490,"1"
60100105631600,878936,"1"
60110110303100,1228647,"1"
16600102051001,418133,"1"
60610111056600,3522635,"1"
60600110232300,2851527,"1"
60160115511000,2529618,"1"
60160102521300,147871,"1"
60130112350100,2072816,"1"
60600113261100,3803792,"1"
60600103660300,2809674,"1"
60110120006100,1338073,"1"
60130111035300,1673115,"1"
60160106300100,24808,"1"
60130111105200,1198465,"1"
60060111165300,513867,"1"
60130611056600,2061309,"1"
60000102633100,629528,"1"
16630106365001,143968,"1"
60000611066101,8782,"1"
60060102065300,409260,"1"
60160102316000,31391,"1"
60030103163600,517284,"1"
60050106113600,663849,"1"
16600606031301,410388,"1"
60160103061200,2344331,"1"
60061013131600,608439,"1"
16610100211101,35400,"1"
60600101003000,3332909,"1"
60100105212000,838987,"1"
60610103310300,3361195,"1"
60010115302300,345801,"1"
16650603515601,3462,"1"
60110106166300,403679,"1"
60110111130600,1205258,"1"
60610613066100,3563217,"1"
60060106501000,252160,"1"
60060100036000,243883,"1"
16350606010201,3200,"1"
16630606353301,107844,"1"
60010101513100,526005,"1"
60000662312201,639925,"1"
60010116005600,669226,"1"
16660606160601,46,"1"
60020111603300,393417,"1"
60110100216300,743487,"1"
60610103211200,3394964,"1"
60110106561100,833040,"1"
60110165625100,1302598,"1"
60160166651600,4082311,"1"
60600112513300,4084139,"1"
60110126110600,1934238,"1"
60610115301600,3543393,"1"
60010603361300,48665,"1"
60100613603300,1843441,"1"
60130111020000,2056956,"1"
60130166262000,2124893,"1"
60060105156600,699763,"1"
60050101333300,29408,"1"
16620600220001,206801,"1"
60130111006000,1647609,"1"
60110110236300,1164139,"1"
60010616053300,40992,"1"
60130106636000,2636543,"1"
60150612650100,1496716,"1"
60160101300100,2269427,"1"
60110162305100,1147945,"1"
60130103333100,2030251,"1"
60110110350100,1168944,"1"
60600116050200,2884929,"1"
60030116060600,749031,"1"
60600113610200,2982606,"1"
60131005160000,2021032,"1"
60010116162600,387958,"1"
60100106306600,452429,"1"
60110110136000,1223683,"1"
60160110023600,667443,"1"
16610160353001,484628,"1"
60020102211500,265527,"1"
60100111313600,1814456,"1"
60001000635100,826751,"1"
60130100335500,1939451,"1"
60100611120000,818585,"1"
60610111156600,3516614,"1"
60110110223000,1224895,"1"
16660101601301,416,"1"
60000600112301,106415,"1"
60020111031600,85437,"1"
60110120610000,1212198,"1"
60610100623200,3250930,"1"
60030112230300,667590,"1"
60610106350000,3285514,"1"
60100110016000,1808953,"1"
60050605310300,775885,"1"
60030111302500,346930,"1"
60100115101000,1836596,"1"
60030103003300,326969,"1"
60060601105600,636152,"1"
60130615363600,2086531,"1"
60610106630600,4458455,"1"
60110106156100,1155034,"1"
16300606225601,106794,"1"
60100101353000,608424,"1"
16630601110601,364,"1"
60130111003100,1652136,"1"
60000110560201,64024,"1"
60100101010000,1241562,"1"
60150111011600,1475975,"1"
60110165305100,1300179,"1"
60130166061300,1010814,"1"
60050102130100,69169,"1"
60060116612000,85437,"1"
60000116132600,800427,"1"
60060100003300,25251,"1"
60000103201301,627603,"1"
60110166611300,1279776,"1"
60110110526100,1165837,"1"
60030111031100,21283,"1"
60110122501300,1136321,"1"
60010600333300,3919,"1"
60030110653500,799572,"1"
60150106201100,1145459,"1"
60600110603500,2989366,"1"
60160100602600,521663,"1"
60150115626300,1510340,"1"
60010602523100,296748,"1"
60020101615300,713465,"1"
60000110103500,11734,"1"
60100106601200,1803798,"1"
60160111105600,2450416,"1"
60051011663300,563066,"1"
60610102031600,3303668,"1"
60000160510601,8750,"1"
60100116130300,1817847,"1"
60010116356500,663364,"1"
60120105662000,2170,"1"
60131002100300,912405,"1"
60160105610000,161521,"1"
60000601531100,48724,"1"
60110663111300,1304153,"1"
16660100302601,362574,"1"
16600601333301,108336,"1"
60030603263000,48724,"1"
60131003501200,1612045,"1"
60160101666300,2266980,"1"
16610100615201,6464,"1"
60160101153100,2311575,"1"
60160110205300,3685,"1"
60610103131300,3391834,"1"
60030105060100,740978,"1"
60060110500300,227154,"1"
60600100130300,2787048,"1"
60110103050500,881854,"1"
60130106121000,2045314,"1"
60160101221000,2267154,"1"
60600160321100,3060413,"1"
60000111006601,18050,"1"
16600102261001,21619,"1"
60160100000200,3243623,"1"
60160102631000,405769,"1"
60100101162300,74682,"1"
60610102020100,3288974,"1"
60160115066100,4081913,"1"
60600101503100,2734009,"1"
60101062261500,1927589,"1"
60020112006100,5318,"1"
60100110360000,749998,"1"
16610161013001,122647,"1"
60100600651300,1744665,"1"
60110162101300,1283334,"1"
60130160021000,1173771,"1"
60010103331600,325,"1"
16661001603600,424521,"1"
60120100106306,931996,"1"
60030111655100,800660,"1"
60110116016000,1180940,"1"
16630601010001,205,"1"
60130162013300,2133581,"1"
16600116055001,487285,"1"
60100100526000,1240653,"1"
60100105513600,878642,"1"
60130106533500,1224680,"1"
60030106622100,363077,"1"
60000605163200,775885,"1"
60000612311601,557043,"1"
60600103350300,4073248,"1"
60100106600000,1755969,"1"
16650600520001,25264,"1"
16660602053301,48339,"1"
60060112610000,227154,"1"
60110103211200,114154,"1"
60150100516300,1450496,"1"
16650100635201,27239,"1"
60130112001600,1189061,"1"
60600162521000,3114420,"1"
16600110306601,85437,"1"
60100103130200,3234186,"1"
60130111006100,1528631,"1"
60110110516300,1165869,"1"
60100600331000,15535,"1"
60131002530300,1982683,"1"
60110111121300,1201761,"1"
60160100315300,58109,"1"
16610103306301,405517,"1"
60150111311100,1501098,"1"
60020105023101,2147425,"1"
60050103311600,9953,"1"
60150110360100,1474955,"1"
60100112335100,1755459,"1"
16600116106601,451968,"1"
60060101151001,19010,"1"
60110105231600,839080,"1"
60610110002200,3428088,"1"
60110116201100,1183487,"1"
60110620032100,1208156,"1"
60050101551600,85437,"1"
60160106510300,925951,"1"
60110165660300,1297332,"1"
60130100325100,801504,"1"
60110110060100,686279,"1"
60610110026100,3428805,"1"
60000103056500,37029,"1"
60610105306000,3341833,"1"
60060101066100,637886,"1"
60130116632100,1183234,"1"
16600100111101,358124,"1"
60120103165000,909264,"1"
60060111530600,671395,"1"
60100102316000,1765788,"1"
60110160611300,1317432,"1"
60160110663300,2563982,"1"
60060106116100,10977,"1"
16330602125301,199426,"1"
60600111063300,2865757,"1"
60160111311100,3618580,"1"
60100105300000,1778525,"1"
60120105015100,575717,"1"
60150116230000,1485667,"1"
16630611320601,25553,"1"
60100111011200,767453,"1"
60130110321000,1692352,"1"
60160110616600,2425870,"1"
60120100055300,1052594,"1"
60130111221500,3223428,"1"
60120103561600,1051689,"1"
60130100565600,1622623,"1"
60030103200300,268975,"1"
60610106260600,4075113,"1"
60060111665600,686365,"1"
60600113206200,2969986,"1"
60120102136100,109556,"1"
60101001000500,865032,"1"
60610106621600,3426705,"1"
60110116666300,1241562,"1"
60150103656200,1460892,"1"
60110113605200,1221840,"1"
60120166125100,884277,"1"
60160106215300,2409364,"1"
16030600303000,4,"1"
60100100313300,840770,"1"
60010101666600,130167,"1"
16600612610301,3742,"1"
60110115113300,1210367,"1"
60010112102600,686279,"1"
60160101066300,432273,"1"
60060101205300,705849,"1"
60010115313200,262823,"1"
60030112530100,668313,"1"
60010111065500,17352,"1"
60100613566500,3227574,"1"
60610103515200,3398324,"1"
60110110251100,667200,"1"
60031012116600,844646,"1"
60600110366500,2860391,"1"
60110106101000,4081301,"1"
60110106001300,137931,"1"
60110126561200,1233627,"1"
60160100000300,2362599,"1"
60110110333600,697980,"1"
60110113623100,911412,"1"
16600611363301,111819,"1"
60130162316000,2134009,"1"
60610116511600,3478329,"1"
60110110631300,1224457,"1"
60110103531200,861640,"1"
60060102011000,627810,"1"
60130111106000,1647842,"1"
16600103115101,156533,"1"
60160101120500,793994,"1"
60150115216600,1213413,"1"
60000160233601,21941,"1"
60130103013100,428788,"1"
60150115561600,1508125,"1"
60110110630500,862759,"1"
60110106000300,1158151,"1"
60160106616600,2280697,"1"
