"numCDA","probRecuperacao","stsRecuperacao"
60000611125001,0.7515,0
60000611303001,91.4623,0
60000611066101,0.0521,0
60000611311501,0.1409,0
60000611630601,0.2239,0
60000615503601,5.6357,0
60000615012001,21.2756,0
60000615363101,0.8354,0
60000615366101,0.9214,0
60000615663101,26.7296,0
60000610161201,4.2418,0
60000661621001,6.8805,0
60000661235101,1.4596,0
60000662312201,10.9319,0
60000663035601,17.1341,0
60001000116500,82.5322,0
60001063210500,7.0525,0
60005100061300,0.2720,0
60005115303200,0.2926,0
60005115306300,1.0553,0
60010100616300,32.7483,0
60010101003100,59.4257,0
60010101213100,67.7698,0
60010101126000,81.9697,0
60010101135100,13.7061,0
60010101505600,21.0203,0
60010101330600,46.5581,0
60010106225300,82.6349,0
60010106115200,91.8774,0
60010106316600,24.4707,0
60010106016100,24.6193,0
60010106363600,88.0752,0
60010102051000,97.6132,0
60010102666000,94.6445,0
60010101226600,1.8756,0
60010101236100,93.1853,0
60010101503600,88.7259,0
60010101533500,4.4380,0
60010101006000,29.0121,0
60010101603300,77.8490,0
60010105351301,99.7236,0
60010105336000,31.0709,0
60010103233600,90.3604,0
60010103550100,25.3767,0
60010103612600,12.5972,0
60010100020300,16.8891,0
60010100116100,66.3658,0
60010103532000,0.4697,0
60010103300300,99.8942,0
60010103331600,32.7251,0
60010106263600,94.3475,0
60010106536500,0.1047,0
60010106530100,77.4664,0
60010106305300,40.4379,0
60010106652100,64.7848,0
60010110113600,26.4947,0
60010110565200,73.4887,0
60010110305206,11.5095,0
60010110631200,97.3514,0
60010111065500,7.3166,0
60010111202600,19.0694,0
60010111500000,87.5996,0
60010111016600,74.8590,0
60010111011200,14.3843,0
60010116032000,56.2806,0
60010116063000,88.2875,0
60010116100000,77.0826,0
60010116162300,70.6931,0
60010116162600,95.6760,0
60010116356500,10.3022,0
60010116002200,1.6704,0
60010116356000,0.0048,0
60010112116300,87.6746,0
60010112100100,34.3113,0
60010112526100,76.8087,0
60010112522306,0.6149,0
60010112312006,1.5574,0
60010111665000,13.4554,0
60010111660600,19.7342,0
60010111016300,46.6728,0
60010111316300,85.5184,0
60010111620600,99.9663,0
60010115160100,41.2551,0
60010115221000,74.6080,0
60010115211101,67.1063,0
60010115266300,78.5075,0
60010115513300,71.3256,0
60010115556300,42.0398,0
60010115002100,3.8149,0
60010115313200,33.7867,0
60010115302300,8.4763,0
60010113101600,1.8815,0
60010113131000,92.8448,0
60010113603000,53.2215,0
60010113265000,80.3122,0
60010113162000,53.5232,0
60010113511100,36.8256,0
60010113556100,87.0870,0
60010113313600,46.8449,0
60010113005606,3.5704,0
60010113023300,2.1654,0
60010113032100,39.9719,0
60010110116000,87.1428,0
60010110366600,75.3924,0
60010113105200,17.2174,0
60010113210100,76.6231,0
60010113213100,0.2389,0
60010113202100,99.0528,0
60010113110000,0.2490,0
60010113163601,1.1229,0
60010113103000,95.2935,0
60010113305300,76.9735,0
60010113350600,16.9424,0
60010113602100,91.7619,0
60010113633100,90.0781,0
60010116063000,83.5452,0
60010116005600,91.4352,0
60010116153500,79.8597,0
60010116131100,28.1365,0
60010116205000,2.3438,0
60010161563301,1.8804,0
60010161360001,2.5728,0
60010166366101,0.0418,0
60010161602301,0.0409,0
60010601630200,2.6091,0
60010606133100,4.5169,0
60010606333600,9.3936,0
60010606315500,1.1343,0
60010606336600,2.2440,0
60010606330600,2.2840,0
60010602220500,0.5545,0
60010602523100,52.4595,0
60010605061000,0.3310,0
60010605303000,10.6647,0
60010603036500,38.3343,0
60010603261500,23.7836,0
60010600333300,95.6974,0
60010600311600,92.1120,0
60010600315600,45.4407,0
60010600655100,9.0583,0
60010603131200,28.3597,0
60010603263100,17.9756,0
60010603161600,23.7589,0
60010603006100,0.2652,0
60010610033200,2.3174,0
60010610650100,1.2613,0
60010610211600,8.3391,0
60010610216100,7.3048,0
60010610231300,5.9750,0
60010616053300,51.2446,0
60010616166000,53.2602,0
60010611316300,63.8563,0
60010611350100,54.7109,0
60010661310600,42.5080,0
60010666113301,0.7563,0
60011060616600,6.7488,0
60011065163300,2.3431,0
60060100656100,99.9065,0
60060100162000,0.6495,0
60060100336500,77.3643,0
60060100336300,99.9225,0
60060100631100,77.4416,0
60060101366500,86.1224,0
60060106111100,33.9625,0
60060106235100,28.7649,0
60060106352300,10.4077,0
60060102011000,99.1674,0
60060102101300,98.8939,0
60060102161600,0.8364,0
60060102235500,87.0545,0
60060102301300,0.2468,0
60060102062600,6.4035,0
60060102300000,75.9431,0
60060101151001,0.1124,0
60060101166200,8.1077,0
60060105051100,44.0120,0
60060105023600,3.1424,0
60060103061500,99.8654,0
60060103001300,99.0382,0
60060100036600,83.1408,0
60060100036000,38.3280,0
60060100153000,84.0714,0
60060100036300,77.8489,0
60060100615300,8.7313,0
60060100630000,27.7511,0
60060103110300,97.3246,0
60060103336100,20.8451,0
60060103013200,9.0801,0
60060106501000,94.4948,0
60060106553000,99.5393,0
60060106061100,94.0511,0
60060106053600,54.5033,0
60060110501200,0.6656,0
60060110535600,89.8152,0
60060110303200,98.8516,0
60060110301300,90.2147,0
60060111016000,10.3895,0
60060111616200,92.5108,0
60060111625000,91.7582,0
60060111111200,40.0665,0
60060111362100,99.2712,0
60060111005600,67.6257,0
60060111366100,61.9159,0
60060116623100,78.4644,0
60060116612000,63.9081,0
60060116655000,7.2920,0
60060116523100,95.3345,0
60060116362600,95.5399,0
60060116332600,60.5617,0
60060116063000,61.6129,0
60060112101000,71.9838,0
60060112121500,99.8666,0
60060112610000,46.7600,0
60060111013100,75.1079,0
60060111165300,68.4544,0
60060111130500,64.7333,0
60060111501200,18.5779,0
60060111530600,95.4058,0
60060111330600,89.1101,0
60060111060300,96.7171,0
60060111330100,73.3320,0
60060115056100,45.9214,0
60060110166100,98.8332,0
60060600331601,0.3775,0
60060606011600,14.3941,0
60060605003300,62.5699,0
60060603625600,76.8305,0
60060600661100,7.3041,0
60060603103300,4.7598,0
60060603353200,27.1812,0
60060611651000,80.8154,0
60060610306100,9.2158,0
60061001315600,96.1672,0
60061015313600,0.0001,0
60061013131600,29.6668,0
60065105363100,78.5302,0
60065603150500,3.1939,0
60020100313200,93.2589,0
60020100366600,88.5188,0
60020100631600,98.7807,0
60020101503100,77.9878,0
60020101316100,77.1230,0
60020101313500,18.6262,0
60020101301600,97.5304,0
60020101615300,11.1345,0
60020106100600,80.8027,0
60020106535000,85.9733,0
60020106353000,70.3267,0
60020102151100,1.4203,0
60020102211500,96.6283,0
60020102116000,98.6918,0
60020102301500,7.2605,0
60020102300200,28.1652,0
60020102001300,99.7675,0
60020102306000,78.8560,0
60020101013006,12.4771,0
60020101253100,86.8779,0
60020101566600,19.7880,0
60020101360500,46.8770,0
60020101610600,99.9953,0
60020105006100,11.0215,0
60020105116000,91.1537,0
60020105132000,99.0412,0
60020105600100,37.6158,0
60020105506600,98.2546,0
60020105500100,44.0825,0
60020105023101,0.0011,0
60020103125000,18.2972,0
60020103160000,98.8747,0
60020103333600,43.4727,0
60020103632106,0.8012,0
60020100021100,89.0309,0
60020100050000,34.7566,0
60020100111300,99.4118,0
60020100263300,99.9861,0
60020100113601,40.6916,0
60020103100500,92.7129,0
60020103100000,57.0971,0
60020103065300,85.9961,0
60020103336600,99.1636,0
60020106616300,99.3092,0
60020106060606,1.5645,0
60020110653100,77.6099,0
60020110351100,19.9344,0
60020110056200,80.7761,0
60020111031600,84.9110,0
60020111232600,74.7148,0
60020111650100,93.5526,0
60020111603300,64.0627,0
60020116533600,87.2701,0
60020116062600,98.2124,0
60020116060600,99.5164,0
60020116626101,64.1850,0
60020116622100,97.1447,0
60020116610600,99.4170,0
60020116651000,99.9954,0
60020112006100,98.5925,0
60020112160100,99.0749,0
60020112555100,93.6230,0
60020112505600,98.7771,0
60020112312000,97.9683,0
60020112055300,92.5243,0
60020112606600,59.9459,0
60020111031000,99.5755,0
60020113063300,1.9444,0
60020600101500,34.8821,0
60020600663200,33.1353,0
60020601632200,99.8226,0
60020606631300,43.3345,0
60020602103100,94.4405,0
60020601105100,22.0281,0
60020601206600,0.6817,0
60020601331600,27.5537,0
60020605301600,62.5218,0
60020605303500,46.9021,0
60020600613000,6.6279,0
60020600321000,32.0575,0
60020612111000,64.2022,0
60021000216000,95.5182,0
60021000366600,0.5823,0
60021010636300,3.4993,0
60021511313600,62.2139,0
60025103655600,11.8387,0
60010100021300,88.9667,0
60010100005300,50.8869,0
60010100300600,93.9471,0
60010101013000,55.0394,0
60010101166300,99.4992,0
60010101666600,78.7152,0
60010101313500,97.8788,0
60010101336600,84.3874,0
60010101610500,99.3524,0
60010106005100,57.7939,0
60010106031300,98.4786,0
60010106116600,93.1532,0
60010106603500,73.2698,0
60010106511000,11.3515,0
60010106313300,39.0415,0
60010106335000,84.3152,0
60010106633100,52.2558,0
60010102105000,61.7675,0
60010102653300,29.1026,0
60010102605000,97.0371,0
60010102223500,64.0533,0
60010102621200,75.4557,0
60010101211100,66.7217,0
60010101513100,97.5875,0
60010101533500,92.7159,0
60010101300100,97.1672,0
60010101056300,98.2525,0
60010105036300,97.4883,0
60010105631300,99.9186,0
60010105223000,99.7070,0
60010105210100,91.9949,0
60010105201000,40.9299,0
60010105113300,98.9148,0
60010103001200,84.2117,0
60010103035100,99.9420,0
60010103656600,38.5115,0
60010103260100,85.9580,0
60010103363300,76.0119,0
60010103651000,95.7801,0
60010100620300,99.5638,0
60010103023000,0.4866,0
60010103616100,99.6034,0
60010103131100,84.1873,0
60010103016300,71.3796,0
60010110132100,45.2549,0
60010110166200,99.2412,0
60010110516300,93.7227,0
60010110312600,99.9280,0
60010110311500,23.3560,0
60010110650000,65.7226,0
60010110633200,53.2731,0
60010110636000,73.7522,0
60010110603500,3.2576,0
60010111000000,79.8220,0
60010111063500,93.0694,0
60010111216300,81.6242,0
60010111266000,75.8899,0
60010111232206,3.7703,0
60010111560100,98.0961,0
60010111010100,62.6380,0
60010111362600,99.6452,0
60010116160100,80.8859,0
60010116663200,87.1437,0
60010116213000,99.0223,0
60010116500000,42.5352,0
60010116502000,91.9081,0
60010116300000,23.8708,0
60010116336600,99.2497,0
60010112023000,0.5912,0
60010112120100,97.9040,0
60010112151000,91.9116,0
60010112230300,13.9412,0
60010112102600,95.2491,0
60010112160200,92.9595,0
60010112566000,99.8377,0
60010601502100,89.7711,0
60010602251100,98.1754,0
60010602653200,82.0998,0
60010602666500,51.3258,0
60010601600000,62.9897,0
60010601565000,24.8372,0
60010605036300,8.9121,0
60010603113300,9.3629,0
60010603361300,99.7302,0
60010603366000,32.0023,0
60010606661600,48.9328,0
60010610051300,1.3913,0
60011000033300,7.0887,0
60011015630000,98.8820,0
60011015631600,49.5005,0
60011015230600,47.1719,0
60011013301000,8.3620,0
60015105516300,91.8987,0
60015103102200,98.4106,0
60015110201000,97.9257,0
60050101110200,95.7255,0
60050101260300,17.4455,0
60050101115500,99.3600,0
60050101166000,69.3251,0
60050101105500,59.3240,0
60050101552000,44.5704,0
60050101551600,6.0317,0
60050101302300,69.1043,0
60050101360000,74.1483,0
60050101333300,88.5145,0
60050106266300,81.4579,0
60050106102000,93.7739,0
60050106353000,95.3963,0
60050106330600,99.7418,0
60050102020000,32.8862,0
60050102130100,67.8635,0
60050102163500,58.7866,0
60050102316100,90.3668,0
60050102312000,99.9340,0
60050102336300,69.7386,0
60050101051600,13.3188,0
60050101160300,93.5972,0
60050101133600,89.9767,0
60050101163500,73.0577,0
60050101653300,89.3275,0
60050101316200,93.6538,0
60050101303300,1.1984,0
60050101316000,64.7036,0
60050105000600,51.6532,0
60050105231300,14.6220,0
60050105235500,99.1099,0
60050105523300,8.3232,0
60050105035100,98.3422,0
60050105615000,99.9257,0
60050105631100,83.8586,0
60050103110000,91.8060,0
60050103153300,99.7844,0
60050103635200,21.0849,0
60050103635300,22.9199,0
60050103605500,57.6802,0
60050103211600,97.2582,0
60050103531200,98.2548,0
60050103561000,70.5421,0
60050103311600,94.0978,0
60050103326300,65.3694,0
60050103611000,95.2487,0
60050100663000,99.7561,0
60050100531300,67.9134,0
60050100001300,98.4072,0
60050100030600,99.6015,0
60050103016100,24.3509,0
60050103515600,90.1578,0
60050103010100,99.3054,0
60050103655000,93.5444,0
60050103632300,72.1549,0
60050106101300,80.2248,0
60050106113600,99.8538,0
60050106263300,4.9062,0
60050106563000,89.2095,0
60050106513600,92.3796,0
60050106360500,88.3865,0
60050110066000,46.1409,0
60050110106300,67.4195,0
60050110623000,94.2145,0
60050110226600,1.2729,0
60050110133100,18.2713,0
60050110502300,23.0648,0
60050110536100,2.4978,0
60050111006601,14.2768,0
60050111061200,97.7888,0
60050111266200,21.0491,0
60050116026300,86.2523,0
60050116032100,99.8066,0
60050116632300,86.9419,0
60050116111600,38.8107,0
60050116522101,13.7091,0
60050116551600,99.1441,0
60050116355300,96.6854,0
60050116363100,91.1154,0
60050116635300,98.1999,0
60050112260100,50.1346,0
60050112211000,57.8092,0
60050111001500,3.9724,0
60050115065600,92.1483,0
60050115020601,8.2390,0
60050115003106,19.0441,0
60050115312600,94.3750,0
60050606126100,82.0901,0
60050602561600,99.8905,0
60050601023600,8.1011,0
60050601236000,36.6385,0
60050605310300,68.6594,0
60050605360500,1.0799,0
60050603156000,80.9393,0
60050603603000,38.8390,0
60050600101200,14.6624,0
60050600106300,17.0536,0
60050606301600,58.6434,0
60050610662100,0.0116,0
60051000652100,1.3598,0
60051000500000,0.6687,0
60051001633100,18.5325,0
60051011660200,76.2968,0
60051011663600,9.4527,0
60051011663300,9.3096,0
